identifier,,target URL,failures,last check,HTTP return code,resource creator,resource title,resource publisher,resource date,resource type
doi:10.7910/DVN/FD3GKK,https://ezid.cdlib.org/id/doi:10.7910/DVN/FD3GKK,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/FD3GKK,12,2017-05-09T09:29:35Z,404,"Imran Bashir Dar, Dr. Mohammad Majid Mahmood Bagram, Zubair Sarfraz, and Muhammad Babar Shahzad",Negative Brand Equity Incurred By Firms in Pakistan: A Marketersâ€™ Strategic Issue Identified By Islamic Business Ethics,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/FNQQJW,https://ezid.cdlib.org/id/doi:10.7910/DVN/FNQQJW,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FNQQJW,81,2017-05-10T09:42:05Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Experimental Investigation on Physical, Thermal and Spectroscopic Properties of 2-Chlorobenzonitrile: Impact of Biofield Treatment",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/FUB5Z0,https://ezid.cdlib.org/id/doi:10.7910/DVN/FUB5Z0,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FUB5Z0,81,2017-05-10T09:42:11Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.); Alice Branton; Dahryn Trivedi; Gopal Nayak,"Investigation of Biofield Treatment on Antimicrobial Susceptibility, Biochemical Reaction Pattern and Biotyping of Enteropathogenic Multidrug-Resistant Escherichia coli Isolates",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/G5CUMG,https://ezid.cdlib.org/id/doi:10.7910/DVN/G5CUMG,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/G5CUMG,39,2017-05-08T11:48:31Z,404,Mesut Kavak,On the Uncertainty Principle,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/GA0W1S,https://ezid.cdlib.org/id/doi:10.7910/DVN/GA0W1S,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GA0W1S,81,2017-05-10T09:42:17Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Phenotyping and Genotyping Characterization of Proteus vulgaris After Biofield Treatment,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/GJMOQQ,https://ezid.cdlib.org/id/doi:10.7910/DVN/GJMOQQ,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/GJMOQQ,81,2017-05-10T09:42:23Z,404,Mahendra Trivedi (Trivedi Global Inc.),"Determination of Isotopic Abundance Ratio of Biofield Energy Treated 1,4-Dichlorobenzene Using Gas Chromatography-Mass Spectrometry (GC-MS)",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/GKNBWJ,https://ezid.cdlib.org/id/doi:10.7910/DVN/GKNBWJ,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/GKNBWJ,8,2017-05-09T00:20:57Z,404,Chakraberty Puja (Guest Faculty Department of Communicative English Jamshedpur Women's College (Kolhan University) Jharkhand),"Dangerous Liasons- The Impending Discourse of ""THE FRIEND ZONE""",Harvard Dataverse,2015,Dataset
doi:10.7910/DVN/GKQFQM,https://ezid.cdlib.org/id/doi:10.7910/DVN/GKQFQM,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GKQFQM,81,2017-05-10T09:42:29Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Characterisation of Physical, Spectral and Thermal Properties of Biofield treated Resorcinol",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/GPPICX,https://ezid.cdlib.org/id/doi:10.7910/DVN/GPPICX,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/GPPICX,8,2017-05-09T00:21:03Z,404,"Parvin Dr. Ghasemi (Professor, English Literature, Faculty of Foreign Languages Shiraz University, Shiraz Islamic Republic of Iran); Razieh Falasiri (M.A. English Literature Shiraz University, Shiraz Islamic Republic of Iran)",Postmodern Sense of Doom in the Hyperreal World of Sam Shepard's States of Shockand Kicking a Dead Horse,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/GQIKTK,https://ezid.cdlib.org/id/doi:10.7910/DVN/GQIKTK,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/GQIKTK,12,2017-05-09T11:09:40Z,404,"indus, editor",The Joint Effect of Ownership Structure on Bank Financial Performance: Empirical Evidence from Iraq,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/GRPRU2,https://ezid.cdlib.org/id/doi:10.7910/DVN/GRPRU2,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GRPRU2,81,2017-05-10T09:42:35Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Phenotypic and Biotypic Characterization of Klebsiella oxytoca: An Impact of Biofield Treatment,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/GTMO6K,https://ezid.cdlib.org/id/doi:10.7910/DVN/GTMO6K,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GTMO6K,81,2017-05-10T09:42:40Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Spectroscopic Characterization of Biofield Treated Metronidazole and Tinidazole,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/GUO6PS,https://ezid.cdlib.org/id/doi:10.7910/DVN/GUO6PS,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GUO6PS,81,2017-05-10T09:42:46Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Evaluation of Biofield Treatment on Physical, Atomic and Structural Characteristics of Manganese (II, III) Oxide",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/HB38IO,https://ezid.cdlib.org/id/doi:10.7910/DVN/HB38IO,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/HB38IO,81,2017-05-10T09:43:03Z,404,"Trivedi, Mahendra (Trivedi Science)","Gas Chromatography-Mass Spectrometric Analysis of Isotopic Abundance of 13C, 2H, and 18O in Biofield Energy Treated p-tertiary Butylphenol (PTBP)",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/HBFVUF,https://ezid.cdlib.org/id/doi:10.7910/DVN/HBFVUF,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/HBFVUF,81,2017-05-10T09:42:52Z,404,"Trivedi, Mahendra (Trivedi Science)",Gas Chromatography-Mass Spectrometry Based Isotopic Abundance Ratio Analysis of Biofield Energy Treated Methyl-2-napthylether (Nerolin),Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/HCQ7SV,https://ezid.cdlib.org/id/doi:10.7910/DVN/HCQ7SV,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/HCQ7SV,81,2017-05-10T09:42:58Z,404,Mahendra Trivedi (Trivedi Global Inc.),Effect of Biofield Energy Treatment on Physical and Structural Properties of Calcium Carbide and Praseodymium Oxide,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/HEB7OL,https://ezid.cdlib.org/id/doi:10.7910/DVN/HEB7OL,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HEB7OL,81,2017-05-10T09:43:10Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Influence of Biofield Treatment on Physical, Structural and Spectral Properties of Boron Nitride",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/HHYKBL,https://ezid.cdlib.org/id/doi:10.7910/DVN/HHYKBL,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/HHYKBL,12,2017-05-09T11:09:46Z,404,Dr. Aditi R Khandelwal,An Insight into Real Estate Investment Trusts in India,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/HOHINN,https://ezid.cdlib.org/id/doi:10.7910/DVN/HOHINN,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HOHINN,81,2017-05-10T09:43:15Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Bio-field Treatment: An Effective Strategy to Improve the Quality of Beef Extract and Meat Infusion Powder,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/HOXBJC,https://ezid.cdlib.org/id/doi:10.7910/DVN/HOXBJC,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/HOXBJC,81,2017-05-10T09:43:21Z,404,Mahendra Trivedi (Trivedi Global Inc.),Impact of Biofield Treatment on Growth and Yield of Lettuce and Tomato,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/HPPB78,https://ezid.cdlib.org/id/doi:10.7910/DVN/HPPB78,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/HPPB78,12,2017-05-09T11:09:52Z,404,B. Nagaraja,The Social Protection Programmes and Inclusive Growth: A Theoretical Analysis B. Nagaraja,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/IDERMI,https://ezid.cdlib.org/id/doi:10.7910/DVN/IDERMI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IDERMI,81,2017-05-10T09:43:27Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),"Physical, Thermal and Spectroscopic Characterization of Biofield Treated p-Chloro-m-cresol",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/ILIETY,https://ezid.cdlib.org/id/doi:10.7910/DVN/ILIETY,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/ILIETY,39,2017-05-08T12:39:14Z,404,"Volkova, Alina (Kharkiv Institute of Trade and Economics of Kyiv National University of Trade and Economics)",Scientifical-ethnographic research of peculiarities of technology of dishes of Ukrainian national cuisine,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/INBFF0,https://ezid.cdlib.org/id/doi:10.7910/DVN/INBFF0,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/INBFF0,81,2017-05-10T09:43:33Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Effect of Biofield Treatment on Structural and Morphological Properties of Silicon Carbide,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/INNNAC,https://ezid.cdlib.org/id/doi:10.7910/DVN/INNNAC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/INNNAC,81,2017-05-10T09:43:45Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Characterization of Phenotype and Genotype of Biofield Treated Enterobacter aerogenes,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/INNPA7,https://ezid.cdlib.org/id/doi:10.7910/DVN/INNPA7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/INNPA7,81,2017-05-10T09:43:38Z,404,Mahendra Trivedi (Trivedi Global Inc.),"Characterization of Physical, Thermal and Spectral Properties of Biofield Treated O-Aminophenol",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/ISTPGM,https://ezid.cdlib.org/id/doi:10.7910/DVN/ISTPGM,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/ISTPGM,12,2017-05-09T11:09:58Z,404,"Ozoh F. O, Uma K. E, and Odionye J. C",The Assessment of the Effects of Fiscal Policy on Unemployment and Inflation Reduction: The Case of Nigeria,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/ITURQ7,https://ezid.cdlib.org/id/doi:10.7910/DVN/ITURQ7,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/ITURQ7,81,2017-05-10T09:43:50Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Impact of Biofield Treatment on Growth and Anatomical Characteristics of Pogostemon cablin (Benth.),Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/IUHAJS,https://ezid.cdlib.org/id/doi:10.7910/DVN/IUHAJS,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IUHAJS,81,2017-05-10T09:43:56Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Antibiogram Pattern of Shigella flexneri: Effect of Bio Field Treatment,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/IUP4E7,https://ezid.cdlib.org/id/doi:10.7910/DVN/IUP4E7,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/IUP4E7,8,2017-05-09T00:21:08Z,404,"Dey, Sayan  (Research Scholar, Department of English Banaras Hindu University, Varanasi, India)",(De)-coloniality/Contemporaneity: An Ideographic Journey towards Nomothetics,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/IV4OEQ,https://ezid.cdlib.org/id/doi:10.7910/DVN/IV4OEQ,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/IV4OEQ,81,2017-05-10T09:44:08Z,404,"Trivedi, Mahendra",Evaluation of Isotopic Abundance Ratio in Biofield Energy Treated Nitrophenol Derivatives Using Gas Chromatography-Mass Spectrometry,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/IV9KSX,https://ezid.cdlib.org/id/doi:10.7910/DVN/IV9KSX,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IV9KSX,81,2017-05-10T09:44:02Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Impact of Biofield Treatment on Atomic and Structural Characteristics of Barium Titanate Powder,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/IWPAVB,https://ezid.cdlib.org/id/doi:10.7910/DVN/IWPAVB,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/IWPAVB,8,2017-05-09T00:21:14Z,404,"Mukhtar Ahmed (Research Scholar Centre for Persian and Central Asian Studies School of Language, Literature and Culture Studies Jawaharlal Nehru University, New Delhi, India)",Migration of Persian literati from Delhi to Awadh,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/IWVO9I,https://ezid.cdlib.org/id/doi:10.7910/DVN/IWVO9I,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IWVO9I,81,2017-05-10T09:44:14Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Antibiogram and Genotypic Analysis using 16S rDNA after Biofield Treatment on Morganella morganii,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/J3ZYBD,https://ezid.cdlib.org/id/doi:10.7910/DVN/J3ZYBD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/J3ZYBD,81,2017-05-10T09:44:20Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Evaluation of Biofield Treatment on Atomic and Thermal Properties of Ethanol,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/J4DEWO,https://ezid.cdlib.org/id/doi:10.7910/DVN/J4DEWO,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/J4DEWO,8,2017-05-09T00:21:20Z,404,"Farough Fakhimi Anbaran (Shiraz University, Iran)",King Oedipus: An Archetypal Hero,Harvard Dataverse,2015,Dataset
doi:10.7910/DVN/JCBE7C,https://ezid.cdlib.org/id/doi:10.7910/DVN/JCBE7C,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JCBE7C,81,2017-05-10T09:44:25Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Impact of Biofield Treatment on Spectroscopic and Physicochemical Properties of p-Nitroaniline,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/JFVNEC,https://ezid.cdlib.org/id/doi:10.7910/DVN/JFVNEC,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/JFVNEC,81,2017-05-10T09:44:31Z,404,Mahendra Trivedi (Trivedi Global Inc.),"Agronomic Characteristics, Growth Analysis, and Yield Response of Biofield Treated Mustard, Cowpea, Horse Gram, and Groundnuts",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/JTQWPZ,https://ezid.cdlib.org/id/doi:10.7910/DVN/JTQWPZ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JTQWPZ,81,2017-05-10T09:44:37Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Characterization of Physical and Structural Properties of Brass Powder After Biofield Treatment,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/KGPIQE,https://ezid.cdlib.org/id/doi:10.7910/DVN/KGPIQE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KGPIQE,81,2017-05-10T09:44:43Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Characterization of Physicochemical and Thermal Properties of Chitosan and Sodium Alginate after Biofield Treatment,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/KHUKIG,https://ezid.cdlib.org/id/doi:10.7910/DVN/KHUKIG,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/KHUKIG,80,2017-05-08T07:37:21Z,404,Mahendra Trivedi,Characterization of Physicochemical and Spectroscopic Properties of Biofield Energy Treated Bio Peptone,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/KK3ABY,https://ezid.cdlib.org/id/doi:10.7910/DVN/KK3ABY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KK3ABY,80,2017-05-08T07:37:26Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Physicochemical and Spectroscopic Characterization of p-Chlorobenzaldehyde: An Impact of Biofield Energy Treatment,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/KKJE2Y,https://ezid.cdlib.org/id/doi:10.7910/DVN/KKJE2Y,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KKJE2Y,80,2017-05-08T07:37:33Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Characterization of Physical and Structural Properties of Aluminium Carbide Powder: Impact of Biofield Treatment,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/KMRYSP,https://ezid.cdlib.org/id/doi:10.7910/DVN/KMRYSP,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KMRYSP,80,2017-05-08T07:37:39Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Physicochemical Characterization of Biofield Treated Orchid Maintenance/Replate Medium,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/KTPUDO,https://ezid.cdlib.org/id/doi:10.7910/DVN/KTPUDO,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/KTPUDO,39,2017-05-08T12:40:11Z,404,"Panasenko, Tetyana (Kharkiv Institute of Trade and Economics of Kyiv National University of Trade and Economics)",Price strategy and pricing strategy: terms and content identification,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/KUXYBX,https://ezid.cdlib.org/id/doi:10.7910/DVN/KUXYBX,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KUXYBX,80,2017-05-08T07:37:45Z,404,Mahendra Trivedi (Trivedi Global Inc.),"Characterization of Physical, Thermal and Spectral Properties of Biofield Treated 2,6-Dichlorophenol",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/KVUSOG,https://ezid.cdlib.org/id/doi:10.7910/DVN/KVUSOG,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KVUSOG,80,2017-05-08T07:37:51Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc),"Impact of Biofield Treatment on Physical, Structural and Spectral Properties of Antimony Sulfide",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/KXZ7IW,https://ezid.cdlib.org/id/doi:10.7910/DVN/KXZ7IW,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KXZ7IW,80,2017-05-08T07:37:56Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.); Alice Branton; Dahryn Trivedi,"Physical, Thermal and Spectroscopic Studies of Biofield Treated p-Chlorobenzonitrile",Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/LBC7IL,https://ezid.cdlib.org/id/doi:10.7910/DVN/LBC7IL,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/LBC7IL,80,2017-05-08T08:27:25Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Effect of Biofield Treatment on the Physical and Thermal Characteristics of Aluminium Powders,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/LBIL0B,https://ezid.cdlib.org/id/doi:10.7910/DVN/LBIL0B,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/LBIL0B,12,2017-05-09T13:39:54Z,404,Dr. Priyanka Khanna,Parents Perception of Influence of Television Advertisement on Children,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/LCKUHE,https://ezid.cdlib.org/id/doi:10.7910/DVN/LCKUHE,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/LCKUHE,12,2017-05-09T13:40:00Z,404,Angadala Sowjanya and P. Krishna Prasanna,Effect of Copper Slag on Steel Fiber Reinforced Concrete and Conventional Concrete,Harvard Dataverse,2016,Dataset
doi:10.7910/DVN/LDDOHL,https://ezid.cdlib.org/id/doi:10.7910/DVN/LDDOHL,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/LDDOHL,80,2017-05-08T08:27:46Z,404,Mahendra Kumar Trivedi (Trivedi Global Inc.),Morphological and Molecular Analysis Using RAPD in Biofield Treated Sponge and Bitter Gourd,Harvard Dataverse,2016,Dataset
